name,tr_gap,tr_global_acc,tr_round,tr_seen_acc,tr_void_acc
GRID_ace_T50_seed11_d5_B3,0.3266375,0.2513,20,0.3918999999999999,0.1800874999999999
GRID_ace_T50_seed11_d5_B3,0.4031875,0.2859,21,0.4876,0.2134125
GRID_ace_T50_seed11_d5_B3,0.3579625,0.2667,22,0.4442,0.1871375
GRID_ace_T50_seed11_d5_B3,0.4162374999999999,0.3055,23,0.51945,0.2190125
GRID_ace_T50_seed11_d5_B3,0.4506375,0.4117,24,0.538,0.2231875
GRID_ace_T50_seed11_d5_B3,0.43925,0.3933,25,0.5207,0.21795
GRID_ace_T50_seed11_d5_B3,0.30965,0.2421,26,0.36025,0.1387499999999999
GRID_ace_T50_seed11_d5_B3,0.3705124999999999,0.3328,27,0.49485,0.2092875
GRID_ace_T50_seed11_d5_B3,0.398225,0.3099,28,0.46905,0.186425
GRID_ace_T50_seed11_d5_B3,0.3922,0.307,29,0.47045,0.1906999999999999
GRID_ace_T50_seed11_d5_B3,0.422875,0.346,30,0.4921,0.1957249999999999
GRID_ace_T50_seed11_d5_B3,0.4269624999999999,0.3662,31,0.5084,0.2048375
GRID_ace_T50_seed11_d5_B3,0.4462125,0.405,32,0.5294000000000001,0.2145875
GRID_ace_T50_seed11_d5_B3,0.4359375,0.4095,33,0.5229,0.2120874999999999
GRID_ace_T50_seed11_d5_B3,0.43235,0.3442,34,0.51855,0.2153
GRID_ace_T50_seed11_d5_B3,0.44205,0.2868,35,0.508,0.19375
GRID_ace_T50_seed11_d5_B3,0.4306375,0.3842,36,0.51185,0.2069125
GRID_ace_T50_seed11_d5_B3,0.4595124999999999,0.3585,37,0.5305,0.2025625
GRID_ace_T50_seed11_d5_B3,0.440125,0.3543,38,0.5105999999999999,0.196725
GRID_ace_T50_seed11_d5_B3,0.4675749999999999,0.4244,39,0.5429,0.214775
GRID_ace_T50_seed11_d5_B3,0.4141000000000001,0.2971,40,0.48755,0.2028
GRID_ace_T50_seed11_d5_B3,0.4171749999999999,0.3847,41,0.49985,0.201725
GRID_ace_T50_seed11_d5_B3,0.4537999999999999,0.3944,42,0.5296,0.2071
GRID_ace_T50_seed11_d5_B3,0.4533375,0.4219,43,0.5297,0.2126374999999999
GRID_ace_T50_seed11_d5_B3,0.4344875,0.286,44,0.50735,0.2026624999999999
GRID_ace_T50_seed11_d5_B3,0.4509125,0.3746,45,0.5231,0.2016625
GRID_ace_T50_seed11_d5_B3,0.4564625,0.4572,46,0.5366000000000001,0.2152875
GRID_ace_T50_seed11_d5_B3,0.4325624999999999,0.4964,47,0.50215,0.1950875
GRID_ace_T50_seed11_d5_B3,0.4759375,0.499,48,0.58905,0.2621125
GRID_ace_T50_seed11_d5_B3,0.4587249999999999,0.4852,49,0.53115,0.207775
GRID_ace_T50_seed12_d2_B1,0.2316624999999999,0.1743,0,0.2243,0.0841125
GRID_ace_T50_seed12_d2_B1,0.2254499999999999,0.2208,1,0.2473,0.092925
GRID_ace_T50_seed12_d2_B1,0.2190874999999999,0.2171,2,0.2374,0.0892125
GRID_ace_T50_seed12_d2_B1,0.2366499999999999,0.2831,3,0.29395,0.12095
GRID_ace_T50_seed12_d2_B1,0.234675,0.27,4,0.2713,0.10605
GRID_ace_T50_seed12_d2_B1,0.2113249999999999,0.1,5,0.1447999999999999,0.115425
GRID_ace_T50_seed12_d2_B1,0.2357,0.1,6,0.18755,0.1212999999999999
GRID_ace_T50_seed12_d2_B1,0.2356125,0.1003,7,0.2428,0.1071125
GRID_ace_T50_seed12_d2_B1,0.2323,0.1023,8,0.25375,0.104625
GRID_ace_T50_seed12_d2_B1,0.2435124999999999,0.1139,9,0.2427,0.1522625
GRID_ace_T50_seed12_d2_B1,0.2487499999999999,0.1509,10,0.3067,0.1667
GRID_ace_T50_seed12_d2_B1,0.2755625,0.1393,11,0.2926,0.1614125
GRID_ace_T50_seed12_d2_B1,0.2235125,0.2031,12,0.3213499999999999,0.1582875
GRID_ace_T50_seed12_d2_B1,0.1835999999999999,0.1826,13,0.2663999999999999,0.159525
GRID_ace_T50_seed12_d2_B1,0.1957874999999999,0.2531,14,0.33245,0.1965125
GRID_ace_T50_seed12_d2_B1,0.1735375,0.2416,15,0.3112499999999999,0.1725625
GRID_ace_T50_seed12_d2_B1,0.202325,0.2805,16,0.3424,0.1989
GRID_ace_T50_seed12_d2_B1,0.24375,0.1743,17,0.2279,0.128025
GRID_ace_T50_seed12_d2_B1,0.2376999999999999,0.1861,18,0.2239999999999999,0.1173749999999999
GRID_ace_T50_seed12_d2_B1,0.26155,0.2276,19,0.279,0.142875
GRID_ace_T50_seed12_d2_B1,0.2670375,0.2824,20,0.3048,0.1736125
GRID_ace_T50_seed12_d2_B1,0.1992125,0.2527,21,0.32615,0.1898374999999999
GRID_ace_T50_seed12_d2_B1,0.197525,0.2472,22,0.2981,0.150475
GRID_ace_T50_seed12_d2_B1,0.2044625,0.3429,23,0.3029,0.1467125
GRID_ace_T50_seed12_d2_B1,0.207425,0.3529,24,0.4098499999999999,0.24485
GRID_ace_T50_seed12_d2_B1,0.2363375,0.3119,25,0.323,0.1608125
GRID_ace_T50_seed12_d2_B1,0.230825,0.3604,26,0.39975,0.2356249999999999
GRID_ace_T50_seed12_d2_B1,0.224225,0.3808,27,0.3419999999999999,0.175875
GRID_ace_T50_seed12_d2_B1,0.262625,0.4085,28,0.3822,0.185075
GRID_ace_T50_seed12_d2_B1,0.2171374999999999,0.2379,29,0.296,0.1656875
GRID_ace_T50_seed12_d2_B1,0.22575,0.2861,30,0.35385,0.21835
GRID_ace_T50_seed12_d2_B1,0.2402625,0.398,31,0.3977499999999999,0.2216874999999999
GRID_ace_T50_seed12_d2_B1,0.21755,0.4174,32,0.4285,0.2454999999999999
GRID_ace_T50_seed12_d2_B1,0.2822125,0.2908,33,0.3858,0.2391125
GRID_ace_T50_seed12_d2_B1,0.2569875,0.3782,34,0.42145,0.2696375000000001
GRID_ace_T50_seed12_d2_B1,0.2350625,0.3399,35,0.40835,0.3097875
GRID_ace_T50_seed12_d2_B1,0.241875,0.3671,36,0.42445,0.284825
GRID_ace_T50_seed12_d2_B1,0.271275,0.2858,37,0.3833499999999999,0.257475
GRID_ace_T50_seed12_d2_B1,0.2571875,0.3403,38,0.41095,0.2885125
GRID_ace_T50_seed12_d2_B1,0.2528125,0.3697,39,0.45455,0.3084874999999999
GRID_ace_T50_seed12_d2_B1,0.25615,0.4165,40,0.4682,0.31795
GRID_ace_T50_seed12_d2_B1,0.1937625,0.3735,41,0.4713999999999999,0.3310875
GRID_ace_T50_seed12_d2_B1,0.193125,0.3832,42,0.4570999999999999,0.301975
GRID_ace_T50_seed12_d2_B1,0.20875,0.446,43,0.5428,0.3868
GRID_ace_T50_seed12_d2_B1,0.2017749999999999,0.394,44,0.4916,0.3405999999999999
GRID_ace_T50_seed12_d2_B1,0.244125,0.5061,45,0.52285,0.3433499999999999
GRID_ace_T50_seed12_d2_B1,0.2222875,0.4746,46,0.5197,0.3635124999999999
GRID_ace_T50_seed12_d2_B1,0.2193625,0.5162,47,0.5407,0.3652625
GRID_ace_T50_seed12_d2_B1,0.22535,0.5152,48,0.5596500000000001,0.384275
GRID_ace_T50_seed12_d2_B1,0.2372749999999999,0.4699,49,0.5253,0.366675
GRID_ace_T50_seed12_d2_B3,0.2446375,0.1711,0,0.2161,0.0810375
GRID_ace_T50_seed12_d2_B3,0.2219749999999999,0.2127,1,0.25385,0.095225
GRID_ace_T50_seed12_d2_B3,0.2316499999999999,0.1966,2,0.2194499999999999,0.08245
GRID_ace_T50_seed12_d2_B3,0.2305375,0.2768,3,0.2896499999999999,0.1178375
GRID_ace_T50_seed12_d2_B3,0.222825,0.2719,4,0.2597,0.104325
GRID_ace_T50_seed12_d2_B3,0.2353625,0.1377,5,0.2138999999999999,0.1472125
GRID_ace_T50_seed12_d2_B3,0.2513499999999999,0.1274,6,0.2428999999999999,0.1384
GRID_ace_T50_seed12_d2_B3,0.3022625,0.1355,7,0.3034,0.1470874999999999
GRID_ace_T50_seed12_d2_B3,0.2737875,0.1269,8,0.29955,0.1436125
GRID_ace_T50_seed12_d2_B3,0.260525,0.1266,9,0.23235,0.1041
GRID_ace_T50_seed12_d2_B3,0.2619874999999999,0.1638,10,0.2443,0.0988624999999999
GRID_ace_T50_seed12_d2_B3,0.2555,0.1722,11,0.2397999999999999,0.0908
GRID_ace_T50_seed12_d2_B3,0.2419374999999999,0.2382,12,0.292,0.1285625
GRID_ace_T50_seed12_d2_B3,0.2540624999999999,0.2716,13,0.30535,0.1249125
GRID_ace_T50_seed12_d2_B3,0.227175,0.2885,14,0.27995,0.112325
GRID_ace_T50_seed12_d2_B3,0.2151875,0.2181,15,0.32865,0.1693374999999999
GRID_ace_T50_seed12_d2_B3,0.210675,0.2437,16,0.3219499999999999,0.169325
GRID_ace_T50_seed12_d2_B3,0.2033624999999999,0.1875,17,0.26985,0.2049124999999999
GRID_ace_T50_seed12_d2_B3,0.2161374999999999,0.3141,18,0.39705,0.2572374999999999
GRID_ace_T50_seed12_d2_B3,0.2611,0.3553,19,0.4057,0.262575
GRID_ace_T50_seed12_d2_B3,0.2239875,0.3545,20,0.33145,0.1981375
GRID_ace_T50_seed12_d2_B3,0.2013875,0.3695,21,0.3984,0.2478375
GRID_ace_T50_seed12_d2_B3,0.2152375,0.4063,22,0.41345,0.2398874999999999
GRID_ace_T50_seed12_d2_B3,0.1813625,0.3231,23,0.4040499999999999,0.2622375
GRID_ace_T50_seed12_d2_B3,0.2093375,0.3432,24,0.4206999999999999,0.2871375
GRID_ace_T50_seed12_d2_B3,0.228475,0.1616,25,0.1771,0.1678499999999999
