name,tr_gap,tr_global_acc,tr_round,tr_seen_acc,tr_void_acc
PAPER_dcas_T50_seed12_d5_B3,0.39875,0.4724,44,0.47205,0.35755
PAPER_dcas_T50_seed12_d5_B3,0.40730000000000005,0.4352,45,0.46719999999999995,0.353325
PAPER_dcas_T50_seed12_d5_B3,0.39732500000000004,0.4704,46,0.4871,0.3726
PAPER_dcas_T50_seed12_d5_B3,0.3236125,0.4859,47,0.5048,0.3973625
PAPER_dcas_T50_seed12_d5_B3,0.41605,0.4826,48,0.4864,0.37065
PAPER_dcas_T50_seed12_d5_B3,0.349225,0.5153,49,0.4551,0.34485
PAPER_dcas_T50_seed13_d5_B3,0.2633375,0.1301,0,0.2617,0.09813750000000002
PAPER_dcas_T50_seed13_d5_B3,0.2929999999999999,0.1979,1,0.28485,0.106975
PAPER_dcas_T50_seed13_d5_B3,0.3072125,0.2244,2,0.30515000000000003,0.11808750000000001
PAPER_dcas_T50_seed13_d5_B3,0.3344125,0.2259,3,0.29935,0.11491250000000001
PAPER_dcas_T50_seed13_d5_B3,0.32853750000000004,0.2743,4,0.34795,0.14601250000000002
PAPER_dcas_T50_seed13_d5_B3,0.33457499999999996,0.2948,5,0.3568,0.151675
PAPER_dcas_T50_seed13_d5_B3,0.3258125,0.3124,6,0.3506,0.14428749999999999
PAPER_dcas_T50_seed13_d5_B3,0.33176249999999996,0.2889,7,0.33465,0.1483375
PAPER_dcas_T50_seed13_d5_B3,0.2187875,0.2181,8,0.1907,0.1712625
PAPER_dcas_T50_seed13_d5_B3,0.209925,0.2251,9,0.209,0.16862500000000002
PAPER_dcas_T50_seed13_d5_B3,0.25968749999999996,0.2562,10,0.31565,0.1992125
PAPER_dcas_T50_seed13_d5_B3,0.2995625,0.2698,11,0.3397,0.18688749999999998
PAPER_dcas_T50_seed13_d5_B3,0.2867,0.2577,12,0.3257,0.16257500000000003
PAPER_dcas_T50_seed13_d5_B3,0.2763125,0.2672,13,0.3298,0.16723749999999998
PAPER_dcas_T50_seed13_d5_B3,0.41835000000000006,0.2994,14,0.37115,0.19990000000000002
PAPER_dcas_T50_seed13_d5_B3,0.33778749999999996,0.29,15,0.3673,0.2137375
PAPER_dcas_T50_seed13_d5_B3,0.25439999999999996,0.1801,16,0.27904999999999996,0.16242499999999999
PAPER_dcas_T50_seed13_d5_B3,0.3197,0.2426,17,0.32220000000000004,0.181575
PAPER_dcas_T50_seed13_d5_B3,0.2781375,0.2831,18,0.31185000000000007,0.1866625
PAPER_dcas_T50_seed13_d5_B3,0.27343750000000006,0.2929,19,0.3133,0.1726125
PAPER_dcas_T50_seed13_d5_B3,0.2740125,0.2158,20,0.36360000000000003,0.1977875
PAPER_dcas_T50_seed13_d5_B3,0.2506375,0.3085,21,0.4023,0.2194875
PAPER_dcas_T50_seed13_d5_B3,0.3146375,0.2747,22,0.36295,0.17176249999999998
PAPER_dcas_T50_seed13_d5_B3,0.3134625,0.3196,23,0.37705,0.18373750000000003
PAPER_dcas_T50_seed13_d5_B3,0.32166249999999996,0.3179,24,0.3623,0.1599875
PAPER_dcas_T50_seed13_d5_B3,0.2993125,0.2815,25,0.31870000000000004,0.1503875
PAPER_dcas_T50_seed13_d5_B3,0.3175875,0.3234,26,0.3674,0.1818375
PAPER_dcas_T50_seed13_d5_B3,0.314475,0.3513,27,0.4008,0.18429999999999996
PAPER_dcas_T50_seed13_d5_B3,0.29681250000000003,0.3521,28,0.38155,0.19511249999999997
